title,url,publish_date,source,category,title_clean,vader_score,vader_label
5 Saham Poultry yang Terdaftar di Bursa Efek Indonesia - Stockbit Snips,https://news.google.com/rss/articles/CBMiX0FVX3lxTFBBNDBFT3p3ZkVkRTlLR0szdUxMVWVtYkMwWkJWMXdVb0p1VnVFaDgxcmc0c0tWQWFZMDVkVklTRmF5WXFMSXAxazUxYUpJX2Z1LVR1dkVibHlXTFBsa0hR?oc=5,2022-11-06,Stockbit Snips,Ekonomi,saham poultry terdaftar bursa efek indonesia stockbit snips,0.0,neutral
14 Saham Group Lippo Di Bursa Efek Indonesia - Stockbit Snips,https://news.google.com/rss/articles/CBMiZEFVX3lxTE5WNjUwZHd2TU1aSDlGa2FJS29tdGZXckFORnlDa3NyTWFsSmNDZlZvLWx5OEpmbExzanlYTE10ZWR5dnktU0VwNndzS281bkQ0bV9aS2h5R0JRY3B4OHBuWnVqZHE?oc=5,2022-10-02,Stockbit Snips,Ekonomi,saham group lippo bursa efek indonesia stockbit snips,0.0,neutral
Seremoni Pencatatan Perdana Saham PT Black Diamond Resources Tbk. (COAL) di Bursa Efek Indonesia - PT Bursa Efek Indonesia,https://news.google.com/rss/articles/CBMiWEFVX3lxTE9uU3JweEgxanpNUDRFNEw1UDUtSVd1NTNKYWxNbWFjQ1ktS3FYUHMyWEpfZGlxVXNaemFVb0xULUVfYm9LZnFBbUFzZ3NaOWFlNTdGTmd6X1Y?oc=5,2022-09-07,PT Bursa Efek Indonesia,Ekonomi,seremoni pencatatan perdana saham pt black diamond resources tbk coal bursa efek indonesia pt bursa efek indonesia,0.34,positive
19 Daftar Saham Telekomunikasi yang Terdaftar di BEI - Stockbit Snips,https://news.google.com/rss/articles/CBMiaEFVX3lxTE5UZ1VLQ0VrS2Z6SVVYbW1XSTRpel9faHdLUUlIaGRCWnRwQmRtcFdlUjY0QUFMQUttaFF3cWpVcmlacGlqZDc1cHhsYl9LOFJYYmc3RnFIY1RaNEQxbWtnQlBuNFdjQzlf?oc=5,2022-08-07,Stockbit Snips,Ekonomi,daftar saham telekomunikasi terdaftar bei stockbit snips,0.0,neutral
10 Saham MNC Group di Bursa Efek Indonesia - Stockbit Snips,https://news.google.com/rss/articles/CBMiYkFVX3lxTE1MRFNCUVgya29VWk1EenVueWpHRTJBci1kMVBfYXJmekJaT29velg3UFVMN2RDNlYwMEVsTk9nbzhnZXVmbVBCX05IcFd2c3E3V2JnSXNKMlVHYmh2OWFrR3pn?oc=5,2022-09-17,Stockbit Snips,Ekonomi,saham mnc group bursa efek indonesia stockbit snips,0.0,neutral
Seremoni Pencatatan Perdana Saham PT Adhi Commuter Properti Tbk. (ADCP) di Bursa Efek Indonesia - PT Bursa Efek Indonesia,https://news.google.com/rss/articles/CBMiWEFVX3lxTFBCSXZucjdmb2RJYTM2TDBsODZnMl9QR2x4ZVdaNnV0OXBlTUphZl9OWGFUZDQ3aXNGbWlia2tHbDZiV1doQnIySkVxc3RlWjIxemRFeDNveUE?oc=5,2022-02-23,PT Bursa Efek Indonesia,Ekonomi,seremoni pencatatan perdana saham pt adhi commuter properti tbk adcp bursa efek indonesia pt bursa efek indonesia,0.0,neutral
"30 Daftar Saham Hotel, Resort dan Cruise Lines di BEI - Stockbit Snips",https://news.google.com/rss/articles/CBMifEFVX3lxTE9FOHdvSEt0d0l6clJ1VlpwQWRmUlFuaVFWaGRRdXUtOTN1RV9ObzN0ZklLRklWa0hodEpkSGdLS2htN3poSHhjcmZ1OU1QWERqZzFsTHl1ejlna1ZsSVRzbmJYeEpUcE1SSE81eWlpX3B5YVVSTkNWWEYyTjY?oc=5,2022-08-10,Stockbit Snips,Ekonomi,daftar saham hotel resort cruise lines bei stockbit snips,0.0,neutral
15 Daftar Saham Tekstil yang Terdaftar di BEI - Stockbit Snips,https://news.google.com/rss/articles/CBMiX0FVX3lxTE5JSzN0QzdYYkZweERLdFp0M2VvaUJLSlkyVEgyOXd3d3dsNWVmSno2aDNHcy1zTG1XX0F4U3o4bGhVdVBWS05LVHMxVTZPYlRZVWN5QWxHQzlLSEJjc3o0?oc=5,2022-08-08,Stockbit Snips,Ekonomi,daftar saham tekstil terdaftar bei stockbit snips,0.0,neutral
Seremoni Pencatatan Perdana Saham PT Venteny Fortuna International Tbk. (VTNY) di Bursa Efek Indonesia - PT Bursa Efek Indonesia,https://news.google.com/rss/articles/CBMigAFBVV95cUxQNjQzN3R4X0FlTExCeWJ0MDlFbEh5U1o5dWx0bDZiNFZ4UlFwUk12bUR6UmJEUnNzTmhLbXM0TGVIQUNWQ2pMWHpvcG0waXlEUDU1dDlHVlluTHFJY3R3ZnR2SWdMNXRGU184WldVOVBLV1ktdEMzcEFMYzNobkVnRg?oc=5,2022-12-15,PT Bursa Efek Indonesia,Ekonomi,seremoni pencatatan perdana saham pt venteny fortuna international tbk vtny bursa efek indonesia pt bursa efek indonesia,0.0,neutral
11 Saham Bakrie Group di Bursa Efek Indonesia - Stockbit Snips,https://news.google.com/rss/articles/CBMiZkFVX3lxTE0zS19xUmZXRXdoekdmcnNvWktpYnRGdjRseWxsam5Eam5oR1o0RmEtbklUV19qNTFZcGtic0VPTEhXdnZvN25JNl9FbTdfRHhMYUNieU9SQUhfMXhORmN6MEZNYnBZQQ?oc=5,2022-09-16,Stockbit Snips,Ekonomi,saham bakrie group bursa efek indonesia stockbit snips,0.0,neutral
57 Daftar Saham Sektor Infrastruktur di BEI - Stockbit Snips,https://news.google.com/rss/articles/CBMicEFVX3lxTE9IX3VVcXliWWNVbzEwTS1yUjZXY3lNdTFWeU4tUFM3cjJKQ3JfdldNbTVlaWdMVXVaUnFvQXk5UlVjc3hGSU9DcldRMkY1T2JfQzk3cWJ5VmNBX09KUWpRbUZwWF9Gd2l1bVZycFBjZm4?oc=5,2022-10-08,Stockbit Snips,Ekonomi,daftar saham sektor infrastruktur bei stockbit snips,0.0,neutral
Tiga Saham Baru Huni Indeks LQ 45 - Kompas.id,https://news.google.com/rss/articles/CBMicEFVX3lxTE9VOFMwOHdKWFdILUZObnZEMHdiY01fZnllZDZ6NlY1amhWNjlxWUxJeDNyQWMzcGNSLVdDS0Q1empTVWpsRHNFWHJIYUl6eW9xa3RtaUVDM1p3RWg0eG5fQW5XcHZCOTgwUHM3eHJHa1g?oc=5,2022-08-01,Kompas.id,Ekonomi,tiga saham baru huni indeks lq kompasid,0.0,neutral
"30 Tahun Berdiri, Begini Perjalanan Bursa Efek Indonesia - CNBC Indonesia",https://news.google.com/rss/articles/CBMiuAFBVV95cUxOeFRFcFpjV29hQnpNX0hPdDRsdDBIVEQtTWVsdEZDQmxNbElScjJKVDlsUnlLeXgyTUp6R1NkT3NlY0hKdzNkNzFuSnk5eW8wcG1zcFJnY3ZJcWc4R0RWYlFod0dVT3A4elNJeVN3RkUtXzU5T1pvalYyMndXMFVhWENhZ1pvbGZBVTY0bWl6YWFNOTJ0UGc5RURERnNDZk9McGxWMWhwVjJOQUs5U2hHZkVjVkl1ZVZa0gG-AUFVX3lxTE5qR2xNNC1tdlN1bEs5dEtTeUxFbksySWlLbmdwbnpseVZqbGRyaDhEZlV0SUxhdGlJWnAtS21KSlJyOEhpaVExdGV3X0syUUYwRGxaR2lrZWdlWjJsREExWFRWTmJWVGxRZVhXbGViVTRlaU9SS2FSTVBJYy1XYnlrNUlSbHl4S2dYRmZYSGxOOE5yZ1o3RTU1RDM3MjBDVUgzbnNIR2Jkc3RURmhPNFl2RDdwRC0zSzNUSE82UXc?oc=5,2022-07-14,CNBC Indonesia,Ekonomi,tahun berdiri begini perjalanan bursa efek indonesia cnbc indonesia,0.0,neutral
Pahami Risiko Hukum Emiten - Kompas.id,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE1SNUVJN0ZnSVJBb2pocUxXM0dOWDJZRTVlXzJHWC03NWxxUnBLOThPWUczYzh0S2xpUURUbmVyaEw4bXdRU3Z0R2ZNM1JGNUU4MnJDUE1qVVc0VFpFM3k0QzFJWlJUNWM?oc=5,2022-10-06,Kompas.id,Ekonomi,pahami risiko hukum emiten kompasid,0.0,neutral
"Literasi Penting, Tak Sekadar Jumlah Investor - Kompas.id",https://news.google.com/rss/articles/CBMiggFBVV95cUxPREF4XzNrOTRqcGxKb1pTWloyUTBhUFFiSk9XLTJkNHItd3JxenRSNzZOMmprV1NtMExVT01BM21WSTltcDZabV9VZnNzUV93aE5iREJBNDRTQURPNlhBeDd6VS1BNnE1eEQzY0lRdDFPNi1sLTNRTmRqWjh2eHRaZ3ZB?oc=5,2022-11-24,Kompas.id,Ekonomi,literasi penting tak sekadar jumlah investor kompasid,0.0,neutral
Mirae Asset Bawa 12 Perusahaan ke Bursa - Kompas.id,https://news.google.com/rss/articles/CBMieEFVX3lxTE9jdXpYc0E2M2tWNm9PcC04MUZ4X1J1ejZ5RF9VS05DdHlNcXdlSllhcmR6T1owOHEtbjVmSVZsTVpqQWFhVXFxSldPTmJYTXF4Q3gyYUd0WGkyWUE5U2ItQXZycTlqNXlwankydHJwRlNjSWhFa3BHLQ?oc=5,2022-08-09,Kompas.id,Ekonomi,mirae asset bawa perusahaan bursa kompasid,0.3612,positive
Berapa sih Modal Minimal Investasi Saham? - Stockbit Snips,https://news.google.com/rss/articles/CBMiakFVX3lxTE9ZQ0lEVmVlTThDb0pyV1lNZWxFR01JWlYzQlltc1ZuUEJuVVhxNXJsUmFrRUhSbUdnVWEzNlcwbVhpN3JUTF95S3lDeWVwak1VQmpmcFdYbXp4M2FaOWVsX3hySnZ1WXQ2U0E?oc=5,2022-07-05,Stockbit Snips,Ekonomi,berapa sih modal minimal investasi saham stockbit snips,0.0,neutral
Seremoni Pencatatan Perdana Saham dan Waran PT Isra Presisi Indonesia Tbk. (ISAP) di Bursa Efek Indonesia - PT Bursa Efek Indonesia,https://news.google.com/rss/articles/CBMigAFBVV95cUxQcnNOdTBOU2JZOE5aTjU1dmNjVkhRX1NSM09MTV9iOU5NMF9MNE1sZzJhemVOWHh6OVYzMUVUUHFicjNXX2RxdWIzZzhFeUd2SEpOeWRVT3pPU0oxUWk2Q1drYmh1NjJhT2tNWmNJbm41ck41Zm0wVUVwM2RaZkx1YQ?oc=5,2022-12-09,PT Bursa Efek Indonesia,Ekonomi,seremoni pencatatan perdana saham waran pt isra presisi indonesia tbk isap bursa efek indonesia pt bursa efek indonesia,0.0,neutral
6 Perusahaan Ciputra Group yang Ada di Bursa Efek Indonesia - Stockbit Snips,https://news.google.com/rss/articles/CBMiaEFVX3lxTE4zYmNxVlVCSklkOGE0a0syRW94NmdETl9ZaW00aF9BMUtqOTVQNkJRWHFoTDhUYUNJclhOaGZNRHZJUHdHa3o3emtfSjdCbm5vSmhYMEZQS3p1RlVFNF9oSDNvWVgwQWRB?oc=5,2022-09-24,Stockbit Snips,Ekonomi,perusahaan ciputra group ada bursa efek indonesia stockbit snips,0.0,neutral
BEI Luncurkan Indeks IDX LQ45 Low Carbon Leaders - Kompas.id,https://news.google.com/rss/articles/CBMihAFBVV95cUxQVWR1NURYNUtCV19JRlhGUFdmUVhtVXlXVkZxc0dRa3E3dmR5MGJYWHp0dV9TTHY5QWViOWUwVzU1emlxVzU5d3NWOERDM2FBZjBaeWxKZE5WOTJUbW9uTmF5UDhwRFJSRXM3TmZ5VU9hc0JEVFF4T3o2c0cxOG9peDhTNWc?oc=5,2022-11-11,Kompas.id,Ekonomi,bei luncurkan indeks idx lq low carbon leaders kompasid,-0.2732,negative
Faktor Penentu Oversubscription pada IPO Saham Syariah - Universitas Airlangga Official Website,https://news.google.com/rss/articles/CBMigAFBVV95cUxOUEE2VGxyOHVnSGtDeGxXQjh1VzZwZGI4RGlfLVRzNkJsXzJsQ1hESWRYUlRURVRCVU1BNGxzRWJ5eG5IT1l3MGRXRWFZMmZYeEFmaFpmeWlhTGIzNVhkcHhibU5xQThINUxDSmlmVE9uNDN2ekZLM1VRX1JLcEZ1Zw?oc=5,2022-12-19,Universitas Airlangga Official Website,Ekonomi,faktor penentu oversubscription ipo saham syariah universitas airlangga official website,0.0,neutral
Saham Kesehatan Apa Saja yang Terdaftar di BEI? - ajaib.co.id,https://news.google.com/rss/articles/CBMiXkFVX3lxTE5uell3R0RmcHhjS3dOWDJoa0REUGx5MEJlektueFRWbkZzQ0J3dERacWZ3T01SU0loMFQwaVdFTUUwY2stallwcndjMWw2TTk0dE1HUlZBYURyMEpFT1E?oc=5,2022-09-29,ajaib.co.id,Ekonomi,saham kesehatan apa yang terdaftar bei ajaibcoid,0.0,neutral
10 Pertanyaan Tentang Saham yang Sering Diajukan Pemula dan Jawabannya - Stockbit Snips,https://news.google.com/rss/articles/CBMibkFVX3lxTE1CbUozWDlpWHJPeFhEdkFOMXNzaTB2WWVLX0tRbjFpNWE3dXVrdnhIelBBSFJLTVJOWUhWMGVGbXpSOEpCNzlZdFViZ1RHcVBaRmFHNU5hb2NMVXVWbE1QT05QZmtKQnlTUzdxYkNR?oc=5,2022-06-05,Stockbit Snips,Ekonomi,pertanyaan saham sering diajukan pemula jawabannya stockbit snips,0.0,neutral
Daftar Saham Consumer Good Berdasarkan Sub Industri di BEI - Stockbit Snips,https://news.google.com/rss/articles/CBMiaEFVX3lxTE9aX2doNERuQmlVVlFzM3VhakF4UUhNZWMtRE5ZYldiNUV6bzNqeEowRktHZmk5eUtvbm9CY3JEUXNPNmVBQThQTVc1RUFtYk9mSzVDdDR1MERNNUNvZFFkNlExVzFCMlRQ?oc=5,2022-07-11,Stockbit Snips,Ekonomi,daftar saham consumer good berdasarkan sub industri bei stockbit snips,0.4404,positive
"Termasuk Blibli, Enam Emiten Baru Resmi Tercatat di BEI Hari Ini - TopBusiness.id",https://news.google.com/rss/articles/CBMiowFBVV95cUxORHpsSUpyMlNlUWRkcFZydllYbDlhbEo0dkNjd3BSM3N2ZDBTZmZLZW5KSnNaODJTNS1sTVc0bFBXREFJelJfQXpzcWxlZE03NUFfM3cxdmk0LVpQc0NNWERvc2dKeUF1TXFEcC1Dd2lJdXZpMTlOWmNEYkgtSjM1NklJNFJlUnNoV3JQSzdXb2Y3QXR3azZhYWlxbjAyaXNqOTdn?oc=5,2022-11-08,TopBusiness.id,Ekonomi,termasuk blibli enam emiten baru resmi tercatat bei hari topbusinessid,0.0,neutral
5 Saham Terbesar di Indonesia Berdasarkan Kapitalisasi Pasar - Stockbit Snips,https://news.google.com/rss/articles/CBMimwFBVV95cUxOV1lpSWJWZThiZVhPUkhEcnJqN1Z5d3VJdXNWRWQ1YWhpM3lrWXlkakQ0WUlxeFBoN2dQWi02VmpneGI1cEdNOWZ6cmxBNmNYVkMzZHZEQ0l2US11OUpLTURIeW94aW5ia3dpOWpqQTJHRnBsYmw4WGtiVVhaRFBPbGM4UjNkRGZNZ2ZybG92NWc1T1R3VkVCMC1Jaw?oc=5,2022-09-08,Stockbit Snips,Ekonomi,saham terbesar indonesia berdasarkan kapitalisasi pasar stockbit snips,0.0,neutral
"Suspensi Dua Tahun, Hanson Terancam Keluar dari Bursa - Kompas.id",https://news.google.com/rss/articles/CBMiigFBVV95cUxPZjg0UkYzblZSTC1jV01EUUNMcjVzQXZOXzhidVRnMklkWHBtLUV5cHBXNS1MaU1yYkpka1NiWmRwSEhlUTVYVERaQ1ZkSmlDT1V3dXR3US1obU9Pa1lST0FCLW16Ri01X1RsZ25GVDB1X0NKanVkUFpHaTl1NE9vel8xeHM0ekZmdmc?oc=5,2022-01-18,Kompas.id,Ekonomi,suspensi tahun hanson terancam keluar bursa kompasid,0.0,neutral
"IHSG Ambrol Lagi, 10 Saham Ini Jadi Beban - CNBC Indonesia",https://news.google.com/rss/articles/CBMipAFBVV95cUxNTnFkMzBzQTZhYUN5NTFkcWpnaS05MXBBbVQ3MkwtWUhrQXd0bFhnc0FRTF9manZ3RlRyOFV1SzFTREg3eERhcEd6WVZSR2l4bzNqVE1kT21zcGZaMFBzMy02RGtFTElFOUZQekFyUU1BVlotSmQzX0hNbzhDa2xHRWdmSEtlb0E5M0JNSHRWM0o5R1BpMGViNGkzTE1GRzg5Q2VWQdIBqgFBVV95cUxONTBwVVlQNkd4THBOc1UxemNXU1ViZEFhUFM5bWdKRkJtODllbGZxdHo1bU1jc0gzNVpBcGxyd3EtYkU3bXczOFRZSDh6bEt4QVJXSFB4c21ONDExVmpoYTdhTmotOFpwWmJVM1B5c1ZqWXQ3OGRRZmd0X2tOVVVQM29ScGZYSzJXMC1PU21rYnJRX0lHb3BsVE9KUzhScTgxblZhM0dKQkt2Zw?oc=5,2022-12-19,CNBC Indonesia,Ekonomi,ihsg ambrol saham jadi beban cnbc indonesia,0.0,neutral
7 Daftar Perusahaan Saratoga Group di Bursa Efek Indonesia - Stockbit Snips,https://news.google.com/rss/articles/CBMiYEFVX3lxTE1vWE1KT3ZtZjlqX3prZG1sd3FQOEpxbjFYdXhuQWNqZ2JQbzFrUmJGVnJROUZZb2lXY1VDbnNIWGZtVWdlajc3SUlXMVNaUGNCQzdqWU1ZV1VXUmlMQ3hraw?oc=5,2022-09-14,Stockbit Snips,Ekonomi,daftar perusahaan saratoga group bursa efek indonesia stockbit snips,0.0,neutral
Astra International Perkuat Bisnis Kesehatan - Kompas.id,https://news.google.com/rss/articles/CBMif0FVX3lxTFBQNlZvWVd4b091SVpjZW44a1Y5Umtpdkg4MnFYbVZBYkgyeGNEa0cwSzFkUjVLbGlfODhnTHl6dWI2U3RPeDE1QVJlaEhQZzBSeWJwNVFRWGxTQW5QMGxMTlJ4NWJjdzhIM2tNQ2VtNi1QQ2JhbS1GbXllOUpxUW8?oc=5,2022-04-09,Kompas.id,Ekonomi,astra international perkuat bisnis kesehatan kompasid,0.0,neutral
BEI Buka Gembok Saham TELE Pasca Suspensi Nyaris 2 Tahun - CNBC Indonesia,https://news.google.com/rss/articles/CBMiugFBVV95cUxQajZSQnRVcFpQZkVfT3pCWXVyNFNIWFJsVG5mZ3ZCZEJpRnU3WDV3N1NCcGp2cXVwMnowb3EwTEIwSG9rTWMyclFEWkh0Y1VlbmZEMlM3OU1JVEFEVUZtZnM5ZktSN0w4d2FQdEFrc0pFYTB3RnRBak5YRFBZLTBRN0IyXzJ0MjVhdFI0RG5YbkJ1ZS1RRFEtUWZTa0VjQTV2b2RSQlhwcWdhZnVtckxuWU9ic3Y3d3U3YWfSAb8BQVVfeXFMT2phd3MwRUtLTHpPREU2dl9vUzRtZjZ4Tjc0V0kweHB4eEdLWUkxd0J2Und6STh4eGFsRTRwcVI0OTZsNXB1MmFFX2JWSFpLUk8xb2tlclJaU25hczRQWC1uNjFGNkpHMGQ3TUZ4Sk1kWWRaZ3Y3WDlDRngycUNQZmE2TUVoUE9OQ0RjT19mN2Y0akhuLUloaDVHVW15cmRWQlpiV2N4RFdWR0lxaWFPWUVGNlpDRHNOY09Tb0t1eDg?oc=5,2022-06-07,CNBC Indonesia,Ekonomi,bei buka gembok saham tele pasca suspensi nyaris tahun cnbc indonesia,0.0,neutral
"Rekomendasi Saham untuk Mahasiswa, Cek Daftarnya - ajaib.co.id",https://news.google.com/rss/articles/CBMiZkFVX3lxTE94cmk1b2ZLMngxSUhiTGdkNTZRX09TSURWVWRzZXdIX0pac2Vzbm5BU19rSGo3UTlVYkd1b3hmTUdOcy02YzNOREdWZU45QmRBb01lRkZhTmY3XzZ4OEUwMmYwbW5aUQ?oc=5,2022-12-18,ajaib.co.id,Ekonomi,rekomendasi saham mahasiswa cek daftarnya ajaibcoid,0.0,neutral
"Hati-Hati, Ini Deretan Saham Yang Terancam Ditendang Bursa - CNBC Indonesia",https://news.google.com/rss/articles/CBMiuwFBVV95cUxQc0RJbVh4b3B2dHUwSmNpSEpKTWs4N0wxbUpvTUlPVGVZcHk3R2RmVVhRMlBMNEpUV0hNXzFmUldWS0ZOWHBuc01XSUdhZnRFbmZ1dkEyUzE2UXBrdENLVGhaTzE1dUFoTDZEekR3SWRNaTdocl9fR09lNGtYT2FfYmt6SkhpX0ZuTUxRaHZLM2NCZjMwVmtPcnZWRWRHaGc4MUJkUHdyd0pkVWUwalZzMWdQQTdWQXBINDZ30gHAAUFVX3lxTE80ckhQWG1pb240VXY3elAxNXpzM01WcVpXdVNvRlhWTldvUlg4c1ZNaEVzZC0xMmFEeldMOUJwWEc1YU1uVDhUc1Q4RWRHZS1LaFJpRFZOQTVYNEJOcDl4aVdiZHowYlJDRTBCZnJyRXJfRmw1MzhRRE43dVNRZWRJMkJkMlEyRTh4cGdVTW40QS1Ndk9GWFFhdkw5Zm1OQWhVU3VBTkJIcmNxbS1iOXBrTzg4RTE5Z0k0bDBPbmZPQw?oc=5,2022-12-02,CNBC Indonesia,Ekonomi,hatihati deretan saham terancam ditendang bursa cnbc indonesia,0.0,neutral
5 Hal Penting Tentang Penghapusan Kode Domisili Investor BEI yang Perlu Kamu Tahu - ajaib.co.id,https://news.google.com/rss/articles/CBMifEFVX3lxTE1mTnBKOGNUckpRVGhfMXA1UW04NXBYWVVLa2FQVldEZl9JWi16OFlYbHdhcHNmWDZyaHM5M21IdHNqNUdMVkJnWWROc09KOEtLdHQtbkRXTEFwZ3dmY0ctTERkRnZuMGU3R1VyN3Rwd3JlT004d3dDdXc3V2o?oc=5,2022-06-28,ajaib.co.id,Ekonomi,penting penghapusan kode domisili investor bei perlu kamu tahu ajaibcoid,0.0,neutral
[Update] 34 Perusahaan Teknologi Indonesia yang Berstatus Perusahaan Publik - Tech in Asia Indonesia,https://news.google.com/rss/articles/CBMigAFBVV95cUxPNVd6SnNibjN5OWtmaHN1ZnlZYjZNSXNpcVc2Z3Q0TG9aR3dZeEJIQVpwWEFpck1aX3ZEcTFJUURUNXBRSlBnOFpFNGh1dGxieE1tanZpQTFrNk1MOUU3V1VqdTk3SnZfdnRoM2U5ZXYyUHB1ajF0OFpPU0pYRFFDMw?oc=5,2022-12-21,Tech in Asia Indonesia,Ekonomi,update perusahaan teknologi indonesia berstatus perusahaan publik tech in asia indonesia,0.0,neutral
"Stockbit Hadirkan Fitur e-IPO, Permudah Beli Saham Baru di Bursa Efek - detikFinance",https://news.google.com/rss/articles/CBMisgFBVV95cUxNQ3UxdkQxTDA3RHlLT3h3UHVia0VpUW9XVHdoMlVXZE5LaEktUjdSalB5WHY5c2k3eW9oMmVXUDVCRF81eXAwUkpyVGdpSHZObTVyUkZSeFllM3dibUd3cXVnQ3hQb2hGMFR6dkpCUUVmck9Ra2pScmZVNnJBM1VTc2JKYzY2MmJsY3FqU0x0Q25EUTFnemFOOHFXZU14TlUzaDlyeC0yNWM2LUhETmphWFJ30gG3AUFVX3lxTFBIWm5fbVVNaFczSDNwRDVxYi03M0s0VGI3SVJSeXlEeDBpUUJkWGZMZlFnQXZMRk1QSGJCV1BhY2luRXc4UFRXek0tZW5SYVNlRXBxWFBmWGIwYzVqYk5Pa3N0ZkhjVW40MWpfb3RaRzN4bnV4aTM3MzNEcmg2cWdxUnhNSEpBMDlHeERJUF9qeGZaMGd2d2ttMzZzT1BTV0dmTktmTWhPUWxtWTJ2ekZVX1p0WFdEdw?oc=5,2022-06-24,detikFinance,Ekonomi,stockbit hadirkan fitur eipo permudah beli saham baru bursa efek detikfinance,0.0,neutral
Saham JARR masuk Bursa Efek Indonesia - ANTARA News,https://news.google.com/rss/articles/CBMiiAFBVV95cUxQMDNja3p0VEZtRUE4clFkc3BEaWprazNYTldfTkx6eDJ6dnZHQUdnTEcwU3pILVFuOEJORkJqc1U3eVIwMlVLSlFHbkV3UG14eHc4c2g4dFduS3FESjVFQ190MXhXZmpBT3NfQXJJSFRiTjVuSTRhbzNjOV9LZmwzMGVvM1U0SFZD0gGOAUFVX3lxTE8yajdDa2IySi1ycUJJRFl1N2xtaldnb2w3cnBOeUVxYmtRakNscnNqbUpkMXlScmppanR0RnEweENuWW0xZFFvRVlvSER1Y0pJUE0wVEduRWExTlUydV9QNjZTUDNJMTNYQnAtcDlMQkN0TTlJR2UtSEtSTGxwN3FxaVpFRXFlalJveTNBc2c?oc=5,2022-07-28,ANTARA News,Ekonomi,saham jarr masuk bursa efek indonesia news,0.0,neutral
"Baru 1,5% Warga RI Jadi Investor Saham, Kalah Sama Tetangga - CNBC Indonesia",https://news.google.com/rss/articles/CBMiugFBVV95cUxOOGIzS045bTFtY2pmZFB4M0RLV0RkdDdPazJDcTI1RVZnaTF4QUxGZVZLeWNfR2xyZDFsSFdyY21MMG5EWkhnendablNsWko4QWZjU01UTHBzM0QyRE1PM3hNMURGbmNUYV9wUy11RkVNX05zUGU5WW1pQWtBWDJiX05IVUxWdWxXekRiWW9heVpua0pnVUJ6d3AyZ0lSWXYzbVkxRUpqQjNfVW9LUTBmYzFTTWFRVWNoQnfSAb8BQVVfeXFMTjY3XzV0c3dISElLamZRMmxuLTBQRFM4M0NVSHJPcFlxYVlwRjVYLV9ORy13b3RPYjRoQXprUGFPUTZVSy1mOEJQQUhMaVlObkNPd2NqZUVTcGNqSnB4ZHBxZDFMRTlXQXVwQmxtRFl1NnlWeVhmVWVBVHpWRmx4SkdEaGRlalRqWGpDQ2Fyc1RGZWI2aDRvaS1KSVB5dzY0NDV1WHcwMm1Hbm1tVzhQNlFIM2hfMmRBN3RMVWRJOWc?oc=5,2022-08-30,CNBC Indonesia,Ekonomi,baru warga ri jadi investor saham kalah sama tetangga cnbc indonesia,0.0,neutral
"Cek! Saham IPO Ini Paling Cuan Sepekan, Kamu Pegang? - CNBC Indonesia",https://news.google.com/rss/articles/CBMisAFBVV95cUxQRld5bEdHMUh0SUtub3FRSVY4dlQyNWZLczg4U2xnMnF0T2F0dlN6dHB3bl9wbWFVM1BJQy1uTWhyMjExSWhiRXVRV2ZxWHlfZ3ZqT05OTUxHRjNLaWFMNDUwNm5Vc0x5RUk2aGE1NUJpbENEOFkzbkNHdjNqcjl6ZDZjRWRHUlBGOTlEa1g5R2dWRGRMUUVaanlnMlZfR01ULU5NU1J5VThxNlJjaWFSadIBtgFBVV95cUxNS1hJTjFaMnVkOUtvODlDUlh3dnA0UVBteUc5NEJHNVIxSUoyNGhxeDAtNk5fZ0dyN0g2SnZmalBuYmJNTjVjWEo1X0lRbzhhVmhNd0NjaTJDU2ozMWlKTF9BeWRJeHhfNkZFLTBfNHEzLUdBaUJHZnNyem9mR1JzbGcyUDBrYTUyX1VzMWRxT2R4Um5UUENUVnBUaElNVi1pbE9MYVl6YUtfWlBLbkxGOXE2LWpJdw?oc=5,2022-07-23,CNBC Indonesia,Ekonomi,cek saham ipo paling cuan sepekan kamu pegang cnbc indonesia,0.0,neutral
"Antrian Delisting Mengular, Bagaimana Fungsi Pengawasan yang Dilakukan BEI? - emitennews.com",https://news.google.com/rss/articles/CBMiqAFBVV95cUxQazlGeW1CMklwSEpnb2Rrcmw3NXBzOElvWldlOUVXWTNBZGRqbVMtVG5SMzdua0ZUZ1FOMWw1VXkxaUZWUEFGN0VYQld4TmdZdllIdWN0ZkgySjBEckRudEtwcldSem82RmxXYmxpTnVJVDJKWUUtd2VCMDZ2UWpfM1UtTV9FTzdybTZvTjhlNlgxcXlvY1V2VmtCRDVuOThsVHBJODI3MmI?oc=5,2022-10-06,emitennews.com,Ekonomi,antrian delisting mengular bagaimana fungsi pengawasan dilakukan bei emitennewscom,0.0,neutral
Daftar Saham Indeks IDX Sri-Kehati Tahun 2022 - Stockbit Snips,https://news.google.com/rss/articles/CBMiYEFVX3lxTE5ZUEZ1dTFUYnlrdWVjQW00RHd5SWg4WUdLYnZDLTZBRXYwc2xDS1NwSk9GNWZHbnpwS2d0SjBOcW5pWDZrYll3ei1feUJUeWJiUFQ0LWRWWjZmZ2s5VUl3Tg?oc=5,2022-07-29,Stockbit Snips,Ekonomi,daftar saham indeks idx srikehati tahun stockbit snips,0.0,neutral
